Age,Gender,OwnHome,Married,Location,Salary,Children,History,Catalogs,AmountSpent
Young,Male,Rent,Married,Far,67300,3,NEW,6,1212
Young,Male,Rent,Married,Close,64300,3,Low,6,239
Young,Male,Rent,Single,Close,13000,3,Low,6,43
Young,Male,Rent,Single,Close,14600,3,NEW,6,307
Young,Male,Rent,Single,Close,15000,3,Low,6,38
Middle,Female,Own,Married,Close,79400,3,Low,6,200
Middle,Female,Own,Married,Close,130700,3,NEW,6,2070
Middle,Female,Own,Single,Far,56000,3,Medium,6,530
Middle,Female,Rent,Married,Close,104900,3,Low,6,450
Middle,Female,Own,Single,Close,46600,3,Low,6,158
Middle,Female,Rent,Married,Close,97400,3,Low,6,213
Middle,Female,Own,Married,Close,51900,3,Low,6,158
Middle,Female,Own,Single,Far,62500,3,NEW,6,921
Middle,Female,Rent,Single,Close,41400,3,Low,6,223
Middle,Female,Own,Single,Close,46300,3,NEW,6,1138
Middle,Female,Rent,Single,Far,39000,3,Low,6,292
Middle,Female,Own,Married,Close,131500,3,NEW,6,2840
Middle,Female,Rent,Married,Close,72900,3,Low,6,252
Middle,Female,Own,Single,Close,53300,3,NEW,6,508
Middle,Female,Rent,Married,Close,88600,3,Low,6,212
Middle,Male,Rent,Single,Close,50700,3,Low,6,157
Middle,Male,Own,Single,Close,62800,3,NEW,6,707
Middle,Male,Own,Single,Close,65300,3,Low,6,193
Middle,Male,Own,Married,Far,65400,3,NEW,6,836
Middle,Male,Rent,Married,Close,105600,3,Low,6,304
Middle,Male,Own,Single,Close,56300,3,Low,6,321
Middle,Male,Own,Married,Far,93000,3,High,6,1046
Middle,Male,Own,Married,Close,84100,3,NEW,6,1352
Middle,Male,Own,Single,Close,50600,3,NEW,6,713
Middle,Male,Rent,Married,Close,62800,3,Low,6,177
Old,Female,Own,Single,Close,33000,3,NEW,6,700
